,Time (hours),Ambient Temperature (°C),Flow Rate (m³/s),Pressure (Pa),Water Temperature (°C),leak,sma,std,bb_up,peak,95_per,5_per,temp_anomaly,95_per_press,5_per_press,press_anomaly
11,2023-01-01 11:00:00,27.82986919424276,97.44333094328178,49.557014899143496,21.783447319208868,0,96.78262356358817,0.71087038535109,98.02664673795257,0,,,Normal,,,Normal
12,2023-01-01 12:00:00,28.4,97.34117631471946,49.55856710402781,22.389057904795887,0,96.7256262022214,0.6243427005376684,97.81822592816232,0,,,Normal,,,Normal
13,2023-01-01 13:00:00,27.82986919424276,97.09364104198144,49.4918815752918,22.88653124870161,0,96.69314845115787,0.5905650104597729,97.72663721946248,0,,,Normal,,,Normal
14,2023-01-01 14:00:00,26.158330249197704,96.77539426328322,49.3865374082254,23.18492310400355,0,96.68477339286407,0.5884466249254212,97.71455498648356,0,,,Normal,,,Normal
15,2023-01-01 15:00:00,23.499295781620923,96.47191875256026,49.28099803930418,23.21350027971958,0,96.69640865785509,0.5821906643109551,97.71524232039926,0,,,Normal,,,Normal
16,2023-01-01 16:00:00,20.03397459621556,96.25784944195928,49.21103670516388,22.925380671436933,0,96.7207178697202,0.5543509454827558,97.69083202431503,0,,,Normal,,,Normal
17,2023-01-01 17:00:00,15.998522605052964,96.18137519447195,49.19973647834777,22.29908125754032,0,96.7487685108709,0.5129694381291116,97.64646502759685,0,,,Normal,,,Normal
18,2023-01-01 18:00:00,15.998522605052964,96.25777212287682,49.25193590716665,21.72986197588503,0,96.77252776077931,0.47924892398562946,97.61121337775417,0,,,Normal,,,Normal
19,2023-01-01 19:00:00,15.565435504210804,96.47197822760675,49.35446972405361,21.17249909244626,0,96.78746555173007,0.4655315896776723,97.60214583366599,0,,,Normal,,,Normal
20,2023-01-01 20:00:00,15.132348403368644,96.7875345167313,49.48170050708278,20.62515741427636,0,96.79439449447214,0.46480085087951284,97.6077959835113,0,,,Normal,,,Normal
21,2023-01-01 21:00:00,14.699261302526484,97.15795884937508,49.60425117654672,20.08641269976519,0,96.79984913388982,0.46898258909383406,97.62056866480403,0,,,Normal,,,Normal
22,2023-01-01 22:00:00,14.266174201684322,97.53688276525013,49.69801402148745,19.555248586491008,0,96.81473436950813,0.490651557766919,97.67337459560024,0,,,Normal,,,Normal
23,2023-01-01 23:00:00,13.83308710084216,97.88470810371716,49.75064805614958,19.030998460730206,0,96.8515157995444,0.5544533850986795,97.82180922346708,1,,,Normal,,,Normal
24,2023-01-02 00:00:00,14.4,98.1714066210734,49.76377864237584,18.60520494001437,0,96.92070165840722,0.662399788822784,98.0799012888471,1,,,Normal,,,Normal
25,2023-01-02 01:00:00,14.132050807568875,98.3766136226888,49.75060555412479,18.192719675564437,0,97.02761604013284,0.7850368653571216,98.4014305545078,1,,,Normal,,,Normal
26,2023-01-02 02:00:00,13.4,98.48881806402116,49.730097711173975,17.74984233684769,0,97.170401356861,0.884510930580864,98.71829548537752,1,,,Normal,,,Normal
27,2023-01-02 03:00:00,12.4,98.5051079839607,49.71993404196112,17.254919526076442,0,97.33983379281104,0.932008148480611,98.9708480526521,1,,,Normal,,,Normal
28,2023-01-02 04:00:00,11.4,98.43189546992755,49.73056070365211,16.713181596725168,0,97.52100429514174,0.913687167337935,99.11995683798312,1,,,Normal,,,Normal
29,2023-01-02 05:00:00,10.667949192431124,98.28588664052522,49.76216610120288,16.15425032117254,0,97.69638024897951,0.831451349368964,99.1514201103752,1,,,Normal,,,Normal
30,2023-01-02 06:00:00,10.667949192431124,98.09385880816605,49.80527350189253,15.647749256247849,0,97.84938747275362,0.7014197387015625,99.07687201548136,1,,,Normal,,,Normal
31,2023-01-02 07:00:00,14.998522605052962,97.88991084720904,49.84442010102662,15.587929075558124,0,97.96754852438714,0.5517515625076075,98.93311375877545,0,,,Normal,,,Normal
32,2023-01-02 08:00:00,19.03397459621556,97.70975046746656,49.8634465174376,15.904789868537833,0,98.04439985361508,0.42124069045707796,98.78157106191496,0,,,Normal,,,Normal
33,2023-01-02 09:00:00,22.499295781620923,97.58290839239368,49.850549358266754,16.51003280264003,0,98.07981231553329,0.3521400957699123,98.69605748313063,0,,,Normal,,,Normal
34,2023-01-02 10:00:00,25.1583302491977,97.52496046180366,49.80152390219354,17.3027420742721,0,98.07881879024607,0.35382396180790376,98.69801072340991,0,,,Normal,,,Normal
35,2023-01-02 11:00:00,26.82986919424276,97.53236087583488,49.72039250085148,18.175486944315494,0,98.04945652125589,0.38467187138210546,98.72263229617458,0,,,Normal,,,Normal
36,2023-01-02 12:00:00,27.4,97.58205483694192,49.61756993970192,19.02057458173518,0,98.00034387257828,0.40478331077381996,98.70871466643247,0,,,Normal,,,Normal
37,2023-01-02 13:00:00,26.82986919424276,97.63672235139884,49.50651437016903,19.73637397859128,0,97.93868626663743,0.3985617982039802,98.6361694134944,0,,,Normal,,,Normal
38,2023-01-02 14:00:00,25.158330249197704,97.65472579973972,49.40019033981025,20.23362852680488,0,97.86917857794731,0.3652370716630619,98.50834345335767,0,,,Normal,,,Normal
39,2023-01-02 15:00:00,22.499295781620923,97.60220402064468,49.308536931028485,20.441454084528157,0,97.7939365810043,0.3113478340222553,98.33879529054325,0,,,Normal,,,Normal
40,2023-01-02 16:00:00,19.03397459621556,97.46385811270238,49.23758646003574,20.312417974816093,0,97.71326680123555,0.25048699877691605,98.15161904909515,0,,,Normal,,,Normal
41,2023-01-02 17:00:00,14.998522605052964,97.24915195543,49.19015635507578,19.82593666503817,0,97.62687224414428,0.21065309223027917,97.99551515554727,0,,,Normal,,,Normal
42,2023-01-02 18:00:00,14.998522605052964,96.99188278797612,49.167423557761786,19.384965760353648,0,97.53504090912845,0.22804728522957446,97.93412365828021,0,,,Normal,,,Normal
43,2023-01-02 19:00:00,14.565435504210804,96.74298576089905,49.17041170981238,18.9458796869692,0,97.43946381860263,0.2960129188503214,97.95748642659069,0,,,Normal,,,Normal
44,2023-01-02 20:00:00,14.132348403368644,96.5584166000056,49.20056216763829,18.5084655175591,0,97.34351932964755,0.37617516697101394,98.00182587184682,0,,,Normal,,,Normal
45,2023-01-02 21:00:00,13.699261302526484,96.48538420268248,49.2590427659238,18.07227831824063,0,97.25205898050494,0.44058784552704516,98.02308771017726,0,,,Normal,,,Normal
46,2023-01-02 22:00:00,13.266174201684322,96.55064431489843,49.34506815319464,17.636701992443797,0,97.17086596826285,0.47421646358419506,98.00074477953518,0,,,Normal,,,Normal
47,2023-01-02 23:00:00,12.83308710084216,96.75390660262826,49.454011171509386,17.20105680515013,0,97.10599477882896,0.4735140477367434,97.93464436236826,0,,,Normal,,,Normal
48,2023-01-03 00:00:00,13.2,97.0678899677962,49.57627377323541,16.83743259697182,0,97.06314770640013,0.4491567276321145,97.84917197975633,0,,,Normal,,,Normal
49,2023-01-03 01:00:00,12.932050807568876,97.44468046843438,49.697679178558886,16.481351722527304,0,97.04714421615311,0.4298694791834688,97.79941580472419,0,,,Normal,,,Normal
50,2023-01-03 02:00:00,12.2,97.82638222249857,49.80161577499432,16.089475777776748,0,97.06144891804968,0.45409915380309435,97.85612243720509,0,,,Normal,,,Normal
51,2023-01-03 03:00:00,11.2,98.15707895133882,49.87250161643598,15.640184638513938,0,97.10768849560752,0.5351803742496034,98.04425415054432,1,,,Normal,,,Normal
52,2023-01-03 04:00:00,10.2,98.39307068198208,49.89959095578843,15.138599307035514,0,97.18512287638083,0.6469506045356811,98.31728643431828,1,,,Normal,,,Normal
53,2023-01-03 05:00:00,9.467949192431124,98.50914708294933,49.87991736581562,14.614508034273104,0,97.29012247034079,0.7520056413977358,98.60613234278682,1,,,Normal,,,Normal
54,2023-01-03 06:00:00,9.467949192431124,98.49998685106668,49.819355512738326,14.138293042691505,0,97.41579780893164,0.8205281422511418,98.85172205787114,1,,,Normal,,,Normal
55,2023-01-03 07:00:00,13.79852260505296,98.37718591864424,49.73133354845536,14.106856749984455,0,97.55198115541042,0.8342100756626589,99.01184878782007,1,,,Normal,,,Normal
56,2023-01-03 08:00:00,17.83397459621556,98.16349471767316,49.63346083510575,14.45126780405928,0,97.68573766521605,0.7878082148823818,99.06440204126022,1,,,Normal,,,Normal
57,2023-01-03 09:00:00,21.299295781620923,97.8863160148718,49.54300674082373,15.082697640023788,0,97.80248198289848,0.6916969928173567,99.01295172032886,1,,,Normal,,,Normal
58,2023-01-03 10:00:00,23.9583302491977,97.5723251598438,49.47255013241647,15.89877412297001,0,97.88762205331061,0.5769654681407533,98.89731162255693,1,,,Normal,,,Normal
59,2023-01-03 11:00:00,25.62986919424276,97.24437399511991,49.42708610383998,16.790636680799484,0,97.92849433601826,0.5018322324715372,98.80670074284345,1,,,Normal,,,Normal
60,2023-01-03 12:00:00,26.2,96.92091007323936,49.40343494421834,17.65011373129193,0,97.91624601147186,0.525960367982188,98.83667665544068,1,,,Normal,,,Normal
61,2023-01-03 13:00:00,25.62986919424276,96.61729465316704,49.39209074308928,18.37658196388121,0,97.8472971935329,0.636098240803558,98.96046911493912,1,,,Normal,,,Normal
62,2023-01-03 14:00:00,23.9583302491977,96.3478783322664,49.38090058468169,18.88314638342682,0,97.72408853601354,0.7696803172004146,99.07102909111427,1,,,Normal,,,Normal
63,2023-01-03 15:00:00,21.299295781620923,96.12760465963052,49.35941626128479,19.101809483972573,0,97.5549656783712,0.8808330392617107,99.0964234970792,1,,,Normal,,,Normal
64,2023-01-03 16:00:00,17.83397459621556,95.97222971538706,49.32257747403103,18.98733191963004,0,97.35322893115493,0.946226756549997,99.00912575511742,1,,,Normal,,,Normal
65,2023-01-03 17:00:00,13.798522605052964,95.89682747100196,49.27261733897227,18.51957216007656,0,97.13553563015932,0.9565596394860333,98.80951499925989,1,,,Normal,,,Normal
66,2023-01-03 18:00:00,13.798522605052964,95.91289928006584,49.21864482428878,18.09431428906575,0,96.9199449992426,0.9115636142712402,98.51518132421727,1,,,Normal,,,Normal
67,2023-01-03 19:00:00,13.365435504210804,96.02492899013964,49.17407098389789,17.66827979550263,0,96.72392358853388,0.8178041713467185,98.15508088839064,1,,,Normal,,,Normal
68,2023-01-03 20:00:00,12.932348403368644,96.2274840861504,49.152684007350814,17.24111155219197,0,96.5625893692403,0.6887790692950014,97.76795274050656,1,,,Normal,,,Normal
69,2023-01-03 21:00:00,12.49926130252648,96.50389841793242,49.16455185090092,16.812507248568686,0,96.44738790282871,0.5485947776188862,97.40742876366176,1,,,Normal,,,Normal
70,2023-01-03 22:00:00,12.06617420168432,96.82720718332318,49.21293992486949,16.38226542210684,0,96.38529473811865,0.4413852832233862,97.15771898375957,1,,,Normal,,,Normal
71,2023-01-03 23:00:00,11.63308710084216,97.16343438810352,49.29309043939489,15.95032341296889,0,96.37854977086727,0.42746279591202224,97.12660966371331,1,,,Normal,,,Normal
72,2023-01-04 00:00:00,11.6,97.47669919215558,49.393139846114735,15.553283685957728,0,96.42486553077696,0.513101489099084,97.32279313670035,1,,,Normal,,,Normal
73,2023-01-04 01:00:00,11.332050807568876,97.73507142695767,49.4968334895191,15.16678351677337,0,96.51801359525952,0.6375732613528596,97.63376680262702,1,,,Normal,,,Normal
74,2023-01-04 02:00:00,10.6,97.91581539007838,49.58721677493239,14.747536074910093,0,96.64867501674384,0.7502442792867025,97.96160250549556,1,,,Normal,,,Normal
75,2023-01-04 03:00:00,9.6,98.0087141474726,49.65027099087551,14.27409950040054,0,96.8054341407307,0.8243367752453145,98.24802349741,1,,,Normal,,,Normal
76,2023-01-04 04:00:00,8.6,98.01658482011432,49.67756113358783,13.751737952135194,0,96.97579706612464,0.847414052859103,98.45877165862807,1,,,Normal,,,Normal
77,2023-01-04 05:00:00,7.867949192431122,97.95280235090588,49.66731899896725,13.210028765827522,0,97.14712830611661,0.816718910170938,98.57638639891576,1,,,Normal,,,Normal
78,2023-01-04 06:00:00,7.867949192431122,97.83647507233692,49.62387169829439,12.718513761529918,0,97.30742628880587,0.7373700142360946,98.59782381371903,1,,,Normal,,,Normal
79,2023-01-04 07:00:00,12.19852260505296,97.68662907560947,49.5557891900454,12.670727141183727,0,97.44590129592837,0.6215633821335566,98.5336372146621,1,,,Normal,,,Normal
