Timestamp,Temperature,Pressure,Flow_Rate,Anomaly_Detection,Leak_Detection
2023-01-01 00:00:00,18.851192372832973,49.60742998749096,98.02514465112067,0,0
2023-01-01 01:00:00,18.55150755720916,49.44766368211258,97.48337405474385,0,0
2023-01-01 02:00:00,18.34310794201218,49.24662204588445,96.8758949628089,0,0
2023-01-01 03:00:00,18.24006367946646,49.04736889928202,96.3322955726681,0,0
2023-01-01 04:00:00,18.23586016310385,48.895654005244275,95.9661388995778,0,0
2023-01-01 05:00:00,18.30721890465897,48.82689766839541,95.84476750066341,0,0
2023-01-01 06:00:00,18.421231741923332,48.85594339733146,95.97266112397591,1,1
2023-01-01 07:00:00,18.54352473433419,48.972702633378816,96.29272473619781,0,0
2023-01-01 08:00:00,18.645203835190408,49.14501936478398,96.70438720382634,0,0
2023-01-01 09:00:00,18.707025461450712,49.32787537845006,97.09250317636292,0,0
2023-01-01 10:00:00,18.72030129021143,49.47613729243562,97.35825993783061,0,0
2023-01-01 11:00:00,18.685114077933175,49.557014899143496,97.44333094328178,0,0
2023-01-01 12:00:00,18.60714826633359,49.55856710402781,97.34117631471946,0,0
2023-01-01 13:00:00,18.494624008987977,49.4918815752918,97.09364104198143,0,0
2023-01-01 14:00:00,18.35646078391537,49.3865374082254,96.77539426328322,0,0
2023-01-01 15:00:00,18.20206691328766,49.28099803930418,96.47191875256026,0,0
2023-01-01 16:00:00,18.042347723375407,49.21103670516388,96.25784944195928,0,0
2023-01-01 17:00:00,17.890949393789736,49.19973647834777,96.18137519447197,0,0
2023-01-01 18:00:00,17.764613927389114,49.25193590716665,96.25777212287682,0,0
2023-01-01 19:00:00,17.681856546662676,49.35446972405361,96.47197822760677,0,0
2023-01-01 20:00:00,17.65986082771532,49.48170050708278,96.7875345167313,0,0
2023-01-01 21:00:00,17.710265494875888,49.60425117654672,97.15795884937509,0,0
2023-01-01 22:00:00,17.835101816462036,49.69801402148745,97.53688276525011,0,0
2023-01-01 23:00:00,18.02430874357544,49.75064805614958,97.88470810371716,0,0
2023-01-02 00:00:00,18.25592267018201,49.76377864237584,98.1714066210734,0,0
2023-01-02 01:00:00,18.499298483461175,49.75060555412479,98.3766136226888,0,0
2023-01-02 02:00:00,18.72079890944628,49.730097711173975,98.48881806402116,0,0
2023-01-02 03:00:00,18.890587327170138,49.71993404196112,98.5051079839607,0,0
2023-01-02 04:00:00,18.98874202600304,49.73056070365211,98.43189546992757,0,0
2023-01-02 05:00:00,19.009025927819692,49.76216610120288,98.28588664052522,0,0
2023-01-02 06:00:00,18.959275657077015,49.80527350189253,98.09385880816603,0,0
2023-01-02 07:00:00,18.858333963576403,49.84442010102662,97.88991084720905,0,0
2023-01-02 08:00:00,18.73044860696024,49.863446517437595,97.70975046746655,0,0
2023-01-02 09:00:00,18.59879087584076,49.850549358266754,97.58290839239369,0,0
2023-01-02 10:00:00,18.47998000703558,49.801523902193544,97.52496046180366,0,0
2023-01-02 11:00:00,18.38116029037221,49.72039250085148,97.53236087583487,0,0
2023-01-02 12:00:00,18.300367260983464,49.61756993970192,97.58205483694192,0,0
2023-01-02 13:00:00,18.22988674937298,49.50651437016903,97.63672235139883,0,0
2023-01-02 14:00:00,18.161375046020808,49.40019033981025,97.65472579973972,0,0
2023-01-02 15:00:00,18.090961351905673,49.308536931028485,97.60220402064469,0,0
2023-01-02 16:00:00,18.022567537780944,49.23758646003574,97.46385811270238,0,0
2023-01-02 17:00:00,17.968254157814986,49.19015635507578,97.24915195543001,0,0
2023-01-02 18:00:00,17.94536015424533,49.167423557761786,96.99188278797611,0,0
2023-01-02 19:00:00,17.97124947871509,49.17041170981238,96.74298576089905,0,0
2023-01-02 20:00:00,18.057283068852445,49.20056216763829,96.55841660000561,0,0
