Timestamp,Temperature,Pressure,Flow_Rate,Anomaly_Detection,Leak_Detection
2023-01-01 00:00:00,18.744986832953884,48.898250258882804,96.23603534283997,0,0
2023-01-01 01:00:00,18.333217215380323,48.86295448127814,95.92113821984148,1,1
2023-01-01 02:00:00,18.11835902828664,48.92592439004271,95.8594632347329,0,0
2023-01-01 03:00:00,18.10633951454879,49.075129405037025,96.06155083465161,0,0
2023-01-01 04:00:00,18.24728714284021,49.27829085877799,96.47715293936251,0,0
2023-01-01 05:00:00,18.453870737956017,49.49102444019197,97.01053221410244,0,0
2023-01-01 06:00:00,18.62987704616858,49.66804696971154,97.54617086965672,0,0
2023-01-01 07:00:00,18.699548562321414,49.774304908457815,97.97701463127896,0,0
2023-01-01 08:00:00,18.628416032847394,49.79298831047168,98.2274682797058,0,0
2023-01-01 09:00:00,18.429591408484054,49.72838186871492,98.26576388125633,0,0
2023-01-01 10:00:00,18.154551837793843,49.60305499586317,98.10405143891836,0,0
2023-01-01 11:00:00,17.87258181530195,49.450523966238634,97.78829064816475,0,0
2023-01-01 12:00:00,17.64652439133629,49.30574002699245,97.38256763954908,0,0
2023-01-01 13:00:00,17.513221420516018,49.19621985984676,96.9531645195127,0,0
2023-01-01 14:00:00,17.474873867056193,49.13623685805289,96.55661314466445,0,0
2023-01-01 15:00:00,17.50339185314888,49.12540052856097,96.23371932448292,0,0
2023-01-01 16:00:00,17.55515438422265,49.15154039010059,96.00911480495967,0,0
2023-01-01 17:00:00,17.590094208116497,49.1965336873691,95.89417893643629,0,0
2023-01-01 18:00:00,17.587836969539694,49.24296000400686,95.89067725698487,0,0
2023-01-01 19:00:00,17.555074354677238,49.27943077126889,95.99316159059484,0,0
2023-01-01 20:00:00,17.52181894665337,49.303086648844555,96.1895706665152,0,0
2023-01-01 21:00:00,17.528364024469536,49.3188239765356,96.46084413203882,0,0
2023-01-01 22:00:00,17.608137034066765,49.335925263198305,96.78108740068353,0,0
2023-01-01 23:00:00,17.773009146495244,49.363559655236216,97.1196131653064,0,0
2023-01-02 00:00:00,18.00656935899404,49.406849710144186,97.44519052491377,0,0
2023-01-02 01:00:00,18.267835581214122,49.46483547576118,97.73155874963165,0,0
2023-01-02 02:00:00,18.50400310410426,49.530874284351334,97.9623341182346,0,0
2023-01-02 03:00:00,18.667542963785674,49.595098863752305,98.13332475884782,0,0
2023-01-02 04:00:00,18.73143849838099,49.64784589946129,98.25108041198598,0,0
2023-01-02 05:00:00,18.69710831261277,49.68270035435637,98.32794088425157,0,0
2023-01-02 06:00:00,18.592294700530424,49.69804684945165,98.37531827143657,0,0
2023-01-02 07:00:00,18.45987845659881,49.696661321092265,98.39781775788535,0,0
2023-01-02 08:00:00,18.34186550605519,49.68365981644218,98.39065572393676,0,0
2023-01-02 09:00:00,18.264490975778898,49.663750791580064,98.34166139577827,0,0
2023-01-02 10:00:00,18.22990185860552,49.63898255328527,98.23736324143393,0,0
2023-01-02 11:00:00,18.21740561460244,49.60795548694691,98.07095076079509,0,0
2023-01-02 12:00:00,18.193721111257922,49.56687026463103,97.84895985916287,0,0
