Datetime,Hourly Temperature (°C)
01-01-2023 00:00:00,15.4
01-01-2023 01:00:00,15.132050807568877
01-01-2023 02:00:00,14.4
01-01-2023 03:00:00,13.4
01-01-2023 04:00:00,12.4
01-01-2023 05:00:00,11.667949192431124
01-01-2023 06:00:00,11.667949192431124
01-01-2023 07:00:00,15.998522605052962
01-01-2023 08:00:00,20.033974596215558
01-01-2023 09:00:00,23.499295781620923
01-01-2023 10:00:00,26.1583302491977
01-01-2023 11:00:00,27.82986919424276
01-01-2023 12:00:00,28.4
01-01-2023 13:00:00,27.82986919424276
01-01-2023 14:00:00,26.158330249197704
01-01-2023 15:00:00,23.499295781620923
01-01-2023 16:00:00,20.033974596215558
01-01-2023 17:00:00,15.998522605052965
01-01-2023 18:00:00,15.998522605052965
01-01-2023 19:00:00,15.565435504210804
01-01-2023 20:00:00,15.132348403368644
01-01-2023 21:00:00,14.699261302526484
01-01-2023 22:00:00,14.266174201684322
01-01-2023 23:00:00,13.83308710084216
02-01-2023 00:00:00,14.4
02-01-2023 01:00:00,14.132050807568877
02-01-2023 02:00:00,13.4
02-01-2023 03:00:00,12.4
02-01-2023 04:00:00,11.4
02-01-2023 05:00:00,10.667949192431124
02-01-2023 06:00:00,10.667949192431124
02-01-2023 07:00:00,14.998522605052962
02-01-2023 08:00:00,19.033974596215558
02-01-2023 09:00:00,22.499295781620923
02-01-2023 10:00:00,25.1583302491977
02-01-2023 11:00:00,26.82986919424276
02-01-2023 12:00:00,27.4
02-01-2023 13:00:00,26.82986919424276
02-01-2023 14:00:00,25.158330249197704
02-01-2023 15:00:00,22.499295781620923
02-01-2023 16:00:00,19.033974596215558
02-01-2023 17:00:00,14.998522605052965
02-01-2023 18:00:00,14.998522605052965
02-01-2023 19:00:00,14.565435504210804
02-01-2023 20:00:00,14.132348403368644
02-01-2023 21:00:00,13.699261302526484
02-01-2023 22:00:00,13.266174201684322
02-01-2023 23:00:00,12.83308710084216
03-01-2023 00:00:00,13.2
03-01-2023 01:00:00,12.932050807568876
03-01-2023 02:00:00,12.2
03-01-2023 03:00:00,11.2
03-01-2023 04:00:00,10.2
03-01-2023 05:00:00,9.467949192431123
03-01-2023 06:00:00,9.467949192431123
03-01-2023 07:00:00,13.798522605052959
03-01-2023 08:00:00,17.83397459621556
03-01-2023 09:00:00,21.299295781620923
03-01-2023 10:00:00,23.9583302491977
03-01-2023 11:00:00,25.629869194242758
03-01-2023 12:00:00,26.199999999999996
03-01-2023 13:00:00,25.629869194242758
03-01-2023 14:00:00,23.9583302491977
03-01-2023 15:00:00,21.299295781620923
03-01-2023 16:00:00,17.83397459621556
03-01-2023 17:00:00,13.798522605052964
03-01-2023 18:00:00,13.798522605052964
03-01-2023 19:00:00,13.365435504210804
03-01-2023 20:00:00,12.932348403368643
03-01-2023 21:00:00,12.499261302526481
03-01-2023 22:00:00,12.066174201684321
03-01-2023 23:00:00,11.633087100842161
04-01-2023 00:00:00,11.6
04-01-2023 01:00:00,11.332050807568876
04-01-2023 02:00:00,10.6
04-01-2023 03:00:00,9.6
04-01-2023 04:00:00,8.6
04-01-2023 05:00:00,7.867949192431122
04-01-2023 06:00:00,7.867949192431122
04-01-2023 07:00:00,12.198522605052961
04-01-2023 08:00:00,16.23397459621556
04-01-2023 09:00:00,19.699295781620926
04-01-2023 10:00:00,22.358330249197703
04-01-2023 11:00:00,24.029869194242764
04-01-2023 12:00:00,24.6
04-01-2023 13:00:00,24.029869194242764
04-01-2023 14:00:00,22.358330249197703
04-01-2023 15:00:00,19.699295781620926
04-01-2023 16:00:00,16.23397459621556
04-01-2023 17:00:00,12.198522605052965
04-01-2023 18:00:00,12.198522605052965
04-01-2023 19:00:00,11.765435504210803
04-01-2023 20:00:00,11.332348403368643
04-01-2023 21:00:00,10.899261302526483
04-01-2023 22:00:00,10.466174201684321
04-01-2023 23:00:00,10.03308710084216
05-01-2023 00:00:00,10.9
05-01-2023 01:00:00,10.632050807568877
05-01-2023 02:00:00,9.9
05-01-2023 03:00:00,8.9
05-01-2023 04:00:00,7.9
05-01-2023 05:00:00,7.167949192431123
05-01-2023 06:00:00,7.167949192431123
05-01-2023 07:00:00,11.49852260505296
05-01-2023 08:00:00,15.533974596215558
05-01-2023 09:00:00,18.999295781620923
05-01-2023 10:00:00,21.6583302491977
05-01-2023 11:00:00,23.32986919424276
05-01-2023 12:00:00,23.9
05-01-2023 13:00:00,23.32986919424276
05-01-2023 14:00:00,21.6583302491977
05-01-2023 15:00:00,18.999295781620923
05-01-2023 16:00:00,15.533974596215558
05-01-2023 17:00:00,11.498522605052965
05-01-2023 18:00:00,11.498522605052965
05-01-2023 19:00:00,11.065435504210804
05-01-2023 20:00:00,10.632348403368644
05-01-2023 21:00:00,10.199261302526484
05-01-2023 22:00:00,9.766174201684322
05-01-2023 23:00:00,9.33308710084216
06-01-2023 00:00:00,11.1
06-01-2023 01:00:00,10.832050807568876
06-01-2023 02:00:00,10.1
06-01-2023 03:00:00,9.1
06-01-2023 04:00:00,8.1
06-01-2023 05:00:00,7.367949192431122
06-01-2023 06:00:00,7.367949192431122
06-01-2023 07:00:00,11.698522605052961
06-01-2023 08:00:00,15.73397459621556
06-01-2023 09:00:00,19.199295781620926
06-01-2023 10:00:00,21.858330249197703
06-01-2023 11:00:00,23.529869194242764
06-01-2023 12:00:00,24.1
06-01-2023 13:00:00,23.529869194242764
06-01-2023 14:00:00,21.858330249197703
06-01-2023 15:00:00,19.199295781620926
06-01-2023 16:00:00,15.73397459621556
06-01-2023 17:00:00,11.698522605052965
06-01-2023 18:00:00,11.698522605052965
06-01-2023 19:00:00,11.265435504210803
06-01-2023 20:00:00,10.832348403368643
06-01-2023 21:00:00,10.399261302526483
06-01-2023 22:00:00,9.966174201684321
06-01-2023 23:00:00,9.53308710084216
07-01-2023 00:00:00,10.3
07-01-2023 01:00:00,10.032050807568877
07-01-2023 02:00:00,9.3
07-01-2023 03:00:00,8.3
07-01-2023 04:00:00,7.300000000000001
07-01-2023 05:00:00,6.567949192431123
07-01-2023 06:00:00,6.567949192431123
07-01-2023 07:00:00,10.89852260505296
07-01-2023 08:00:00,14.93397459621556
07-01-2023 09:00:00,18.39929578162093
07-01-2023 10:00:00,21.058330249197702
07-01-2023 11:00:00,22.729869194242763
07-01-2023 12:00:00,23.3
07-01-2023 13:00:00,22.729869194242763
07-01-2023 14:00:00,21.058330249197706
07-01-2023 15:00:00,18.39929578162093
07-01-2023 16:00:00,14.93397459621556
07-01-2023 17:00:00,10.898522605052966
07-01-2023 18:00:00,10.898522605052966
07-01-2023 19:00:00,10.465435504210806
07-01-2023 20:00:00,10.032348403368644
07-01-2023 21:00:00,9.599261302526482
07-01-2023 22:00:00,9.166174201684322
07-01-2023 23:00:00,8.733087100842162
08-01-2023 00:00:00,11.2
08-01-2023 01:00:00,10.932050807568876
08-01-2023 02:00:00,10.2
08-01-2023 03:00:00,9.2
08-01-2023 04:00:00,8.2
08-01-2023 05:00:00,7.467949192431122
08-01-2023 06:00:00,7.467949192431122
08-01-2023 07:00:00,11.798522605052959
08-01-2023 08:00:00,15.833974596215558
08-01-2023 09:00:00,19.299295781620927
08-01-2023 10:00:00,21.9583302491977
08-01-2023 11:00:00,23.62986919424276
08-01-2023 12:00:00,24.2
08-01-2023 13:00:00,23.62986919424276
08-01-2023 14:00:00,21.958330249197704
08-01-2023 15:00:00,19.299295781620927
08-01-2023 16:00:00,15.833974596215558
08-01-2023 17:00:00,11.798522605052964
08-01-2023 18:00:00,11.798522605052964
08-01-2023 19:00:00,11.365435504210804
08-01-2023 20:00:00,10.932348403368643
08-01-2023 21:00:00,10.499261302526481
